loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,loan_status
18750,36,15.99,659.11,C,C5,2 years,RENT,125000.0,debt_consolidation,Charged Off
5000,36,7.39,155.28,A,A4,5 years,RENT,48000.0,debt_consolidation,Fully Paid
35000,36,12.62,1172.9,C,C1,10+ years,OWN,102000.0,debt_consolidation,Current
28000,36,10.99,916.56,B,B3,2 years,RENT,155000.0,debt_consolidation,Fully Paid
5500,36,13.59,186.89,C,C2,< 1 year,RENT,20000.0,debt_consolidation,Current
6000,36,12.29,200.12,C,C1,8 years,RENT,51000.0,car,Fully Paid
8000,36,12.69,268.36,C,C2,1 year,MORTGAGE,45000.0,other,Fully Paid
9500,36,10.16,307.26,B,B1,2 years,OWN,35000.0,credit_card,Fully Paid
7200,36,16.29,254.17,D,D2,3 years,RENT,37500.0,debt_consolidation,Fully Paid
6400,36,16.29,225.93,C,C4,10+ years,RENT,64000.0,debt_consolidation,Fully Paid
6300,36,16.99,224.59,D,D1,,OWN,17554.8,debt_consolidation,Fully Paid
18000,60,14.03,419.11,C,C2,1 year,OWN,50000.0,debt_consolidation,Current
31000,60,20.99,838.48,E,E5,10+ years,MORTGAGE,75000.0,debt_consolidation,Fully Paid
12000,36,10.41,389.53,B,B3,1 year,RENT,65000.0,credit_card,Current
16000,36,7.9,500.65,A,A4,10+ years,MORTGAGE,82000.0,debt_consolidation,Fully Paid
30000,60,12.69,677.85,C,C2,8 years,MORTGAGE,150000.0,debt_consolidation,Current
8000,36,16.02,281.34,C,C5,10+ years,MORTGAGE,175000.0,other,Charged Off
10800,36,11.39,355.58,B,B3,1 year,RENT,65000.0,debt_consolidation,Late (31-120 days)
19375,36,9.49,620.55,B,B2,10+ years,OWN,121200.0,credit_card,Fully Paid
10000,36,16.55,354.3,D,D2,3 years,RENT,60000.0,credit_card,Fully Paid
10000,36,17.99,361.48,D,D2,< 1 year,OWN,29760.0,credit_card,Late (31-120 days)
25450,60,20.2,677.11,D,D5,10+ years,MORTGAGE,57000.0,credit_card,Fully Paid
14000,60,15.61,337.56,D,D1,10+ years,MORTGAGE,34000.0,debt_consolidation,Charged Off
7200,36,14.03,246.19,C,C2,4 years,MORTGAGE,69000.0,other,Current
12000,60,17.09,298.82,D,D1,10+ years,MORTGAGE,53000.0,debt_consolidation,Current
4200,36,20.2,156.52,D,D5,10+ years,OWN,54000.0,home_improvement,Fully Paid
40000,36,7.21,1238.93,A,A3,8 years,RENT,300000.0,small_business,Current
11200,36,12.69,375.71,C,C2,< 1 year,OWN,41000.0,debt_consolidation,Fully Paid
20000,60,18.25,510.6,E,E1,,MORTGAGE,58000.0,debt_consolidation,Fully Paid
3600,36,11.49,118.7,B,B5,2 years,RENT,38000.0,credit_card,Current
10000,36,5.32,301.15,A,A1,10+ years,MORTGAGE,120000.0,credit_card,Fully Paid
24000,36,7.9,750.97,A,A4,10+ years,MORTGAGE,64000.0,debt_consolidation,Fully Paid
33200,60,15.05,790.7,C,C4,< 1 year,MORTGAGE,39000.0,debt_consolidation,Current
9500,36,5.32,286.1,A,A1,10+ years,OWN,65000.0,credit_card,Fully Paid
10000,36,11.06,327.68,B,B3,10+ years,MORTGAGE,76000.0,debt_consolidation,Current
12500,36,9.17,398.49,B,B2,2 years,MORTGAGE,75000.0,home_improvement,Fully Paid
20000,36,5.32,602.3,A,A1,9 years,RENT,120000.0,debt_consolidation,Current
3500,36,10.91,114.44,B,B4,10+ years,RENT,71000.0,credit_card,Current
5000,36,12.99,168.45,C,C2,5 years,MORTGAGE,78000.0,debt_consolidation,Fully Paid
20000,60,16.01,486.47,C,C5,2 years,RENT,100300.0,credit_card,Current
18000,60,12.99,409.47,C,C2,10+ years,RENT,75000.0,debt_consolidation,Current
11200,60,16.01,272.43,C,C5,6 years,RENT,22000.0,debt_consolidation,Current
10800,36,11.53,356.3,B,B5,4 years,RENT,101749.0,credit_card,Charged Off
20000,60,15.02,476.01,C,C3,8 years,MORTGAGE,25000.0,debt_consolidation,Current
24000,60,13.67,554.35,C,C3,10+ years,RENT,145000.0,debt_consolidation,Current
15000,36,19.42,553.04,D,D3,10+ years,RENT,45520.0,credit_card,Current
7200,36,9.17,229.53,B,B2,10+ years,MORTGAGE,70000.0,debt_consolidation,Charged Off
17000,60,19.99,450.31,D,D4,10+ years,MORTGAGE,60000.0,debt_consolidation,Current
10000,36,12.74,335.69,C,C1,1 year,MORTGAGE,47476.0,debt_consolidation,Current
10200,36,21.45,386.65,D,D5,8 years,RENT,43200.0,debt_consolidation,Current
11200,36,13.18,378.35,C,C3,5 years,RENT,51669.0,debt_consolidation,Charged Off
5000,36,6.89,154.14,A,A3,1 year,RENT,42000.0,credit_card,Fully Paid
36000,36,12.13,1197.96,B,B5,4 years,RENT,200000.0,debt_consolidation,Current
7000,36,7.89,219.0,A,A5,2 years,RENT,40000.0,debt_consolidation,Fully Paid
8000,36,18.06,289.47,D,D2,3 years,MORTGAGE,36608.0,credit_card,Current
16000,60,15.27,382.92,C,C4,1 year,RENT,45000.0,small_business,Charged Off
15250,36,16.29,538.34,D,D2,10+ years,MORTGAGE,34000.0,debt_consolidation,Fully Paid
28000,60,19.05,727.11,D,D4,< 1 year,MORTGAGE,134000.0,debt_consolidation,Fully Paid
32000,60,18.25,816.95,E,E1,4 years,MORTGAGE,180000.0,home_improvement,In Grace Period
12000,36,11.14,393.67,B,B2,9 years,MORTGAGE,85000.0,credit_card,Fully Paid
35000,36,21.97,1336.13,E,E5,4 years,MORTGAGE,120000.0,debt_consolidation,Fully Paid
18375,36,15.61,642.48,D,D1,10+ years,RENT,75000.0,debt_consolidation,Charged Off
14400,36,18.85,526.76,D,D3,7 years,OWN,42000.0,credit_card,Fully Paid
12000,60,15.61,289.34,D,D1,2 years,RENT,38700.0,debt_consolidation,Fully Paid
10000,36,7.34,310.33,A,A4,4 years,MORTGAGE,110000.0,debt_consolidation,Current
20000,60,14.47,470.26,C,C2,10+ years,MORTGAGE,60000.0,debt_consolidation,Current
36000,60,30.65,1179.14,F,F4,,RENT,35000.0,debt_consolidation,Late (16-30 days)
5200,36,12.49,173.94,B,B5,4 years,RENT,38000.0,debt_consolidation,Fully Paid
20625,60,13.49,474.48,C,C2,2 years,MORTGAGE,145000.0,debt_consolidation,Charged Off
25000,60,12.29,559.79,C,C1,10+ years,MORTGAGE,110000.0,home_improvement,Fully Paid
10400,36,16.2,366.67,C,C4,6 years,RENT,45000.0,small_business,Fully Paid
15000,36,5.32,451.73,A,A1,9 years,OWN,107000.0,debt_consolidation,Current
20500,60,21.0,554.6,E,E2,10+ years,RENT,46000.0,debt_consolidation,Charged Off
1300,36,20.0,48.32,D,D4,6 years,RENT,42000.0,other,Fully Paid
11000,36,7.89,344.15,A,A5,1 year,RENT,170000.0,credit_card,Fully Paid
6000,36,18.06,217.1,D,D2,< 1 year,RENT,27000.0,debt_consolidation,Current
20000,60,26.3,602.37,E,E5,,MORTGAGE,10000.0,debt_consolidation,Fully Paid
1600,36,10.75,52.2,B,B4,8 years,OWN,48450.0,other,Fully Paid
10500,36,17.57,377.34,D,D4,8 years,OWN,35000.0,debt_consolidation,Charged Off
11000,36,7.46,341.97,A,A4,3 years,MORTGAGE,80000.0,home_improvement,Current
20000,36,13.67,680.36,B,B5,,RENT,55000.0,debt_consolidation,Fully Paid
40000,60,20.0,1059.76,D,D4,10+ years,MORTGAGE,81600.0,debt_consolidation,Current
5000,36,8.24,157.24,B,B1,10+ years,MORTGAGE,72000.0,debt_consolidation,Current
4000,36,7.97,125.3,A,A5,6 years,MORTGAGE,195000.0,other,Fully Paid
10775,36,12.99,363.01,C,C1,3 years,RENT,30240.0,debt_consolidation,Fully Paid
11850,36,10.99,387.9,B,B3,,MORTGAGE,105000.0,debt_consolidation,Fully Paid
5000,36,17.99,180.74,D,D2,10+ years,RENT,110000.0,other,Fully Paid
13500,36,7.39,419.26,A,A4,2 years,MORTGAGE,35200.0,major_purchase,Current
27550,36,20.0,1023.86,D,D4,5 years,RENT,96000.0,debt_consolidation,Current
10000,60,10.42,214.55,B,B3,< 1 year,RENT,45000.0,debt_consolidation,Fully Paid
8875,36,21.15,335.06,E,E2,3 years,RENT,37900.0,debt_consolidation,Fully Paid
20000,60,14.47,470.26,C,C2,6 years,MORTGAGE,95000.0,credit_card,Fully Paid
35000,60,20.99,946.68,E,E4,4 years,MORTGAGE,145000.0,debt_consolidation,Fully Paid
15000,36,8.67,474.7,B,B1,< 1 year,MORTGAGE,76000.0,credit_card,Charged Off
15000,36,9.93,483.52,B,B2,4 years,MORTGAGE,60000.0,debt_consolidation,Charged Off
21000,60,21.45,573.45,D,D5,5 years,RENT,38000.0,debt_consolidation,Charged Off
30000,60,15.31,718.59,C,C5,7 years,MORTGAGE,72776.91,home_improvement,Fully Paid
20000,60,9.58,420.82,B,B1,8 years,MORTGAGE,164000.0,credit_card,Current
20000,60,12.29,447.83,C,C1,7 years,MORTGAGE,86000.0,debt_consolidation,Fully Paid
10000,36,10.15,323.38,B,B2,4 years,RENT,44688.8,credit_card,Charged Off
1600,36,15.05,55.51,C,C4,< 1 year,RENT,24000.0,other,Current
9000,36,11.39,296.32,B,B3,5 years,OWN,81400.0,debt_consolidation,Current
24000,36,8.19,754.18,A,A5,3 years,MORTGAGE,120000.0,major_purchase,Fully Paid
30000,36,5.31,903.31,A,A1,10+ years,MORTGAGE,89000.0,home_improvement,Current
24000,60,12.79,543.5,C,C1,10+ years,RENT,82000.0,debt_consolidation,Charged Off
14000,36,12.74,469.97,C,C1,10+ years,OWN,95000.0,home_improvement,Fully Paid
7800,36,6.92,240.56,A,A4,10+ years,MORTGAGE,45000.0,debt_consolidation,Fully Paid
30000,60,15.05,714.49,C,C4,5 years,RENT,80000.0,debt_consolidation,Current
8000,36,8.18,251.36,B,B1,10+ years,OWN,80000.0,credit_card,Fully Paid
6000,36,10.49,194.99,B,B3,4 years,MORTGAGE,110000.0,debt_consolidation,Charged Off
12000,36,16.99,427.78,D,D3,10+ years,MORTGAGE,52000.0,home_improvement,Fully Paid
4200,36,16.99,149.73,D,D1,8 years,RENT,38000.0,other,Current
2000,36,14.65,68.99,C,C5,1 year,MORTGAGE,39000.0,home_improvement,Fully Paid
18000,60,18.99,466.84,D,D3,6 years,MORTGAGE,42000.0,debt_consolidation,Current
13000,60,21.49,355.29,D,D5,10+ years,MORTGAGE,206000.0,home_improvement,Current
15000,36,16.14,528.4,C,C4,10+ years,MORTGAGE,93000.0,car,Current
15000,36,5.32,451.73,A,A1,2 years,MORTGAGE,195000.0,credit_card,Fully Paid
40000,60,16.14,975.71,C,C4,10+ years,OWN,71000.0,debt_consolidation,Fully Paid
19425,36,12.74,652.08,C,C1,10+ years,MORTGAGE,79000.0,debt_consolidation,Fully Paid
15000,60,10.42,321.82,B,B3,6 years,MORTGAGE,90500.0,credit_card,Current
35000,60,19.42,916.03,E,E3,7 years,MORTGAGE,72000.0,small_business,Fully Paid
5000,36,7.51,155.55,A,A4,2 years,RENT,41000.0,vacation,Fully Paid
1975,36,8.99,62.8,B,B1,3 years,RENT,30000.0,credit_card,Fully Paid
25000,36,9.99,806.57,B,B3,,MORTGAGE,95000.0,credit_card,Fully Paid
12500,60,26.3,376.48,E,E5,10+ years,OWN,90000.0,small_business,Charged Off
25000,36,9.44,800.13,B,B1,9 years,MORTGAGE,94000.0,credit_card,Current
25000,36,5.32,752.87,A,A1,10+ years,MORTGAGE,500000.0,credit_card,Current
33600,60,7.35,670.89,A,A4,6 years,MORTGAGE,150000.0,medical,Current
40000,36,6.72,1229.97,A,A3,10+ years,OWN,400000.0,home_improvement,Fully Paid
7500,36,7.35,232.79,A,A4,< 1 year,RENT,52000.0,major_purchase,Current
12000,36,17.86,432.99,D,D5,2 years,OWN,35000.0,debt_consolidation,Fully Paid
3000,36,15.05,104.07,C,C4,10+ years,MORTGAGE,79684.0,other,Fully Paid
2400,36,7.21,74.34,A,A3,10+ years,MORTGAGE,75000.0,other,Current
12000,36,5.32,361.38,A,A1,< 1 year,MORTGAGE,41600.0,debt_consolidation,Current
8000,36,23.88,313.36,E,E2,10+ years,RENT,90000.0,other,Fully Paid
9600,36,13.87,327.5,D,D5,10+ years,MORTGAGE,110000.0,debt_consolidation,Fully Paid
18000,36,11.39,592.63,B,B3,,OWN,42000.0,other,Current
25000,36,16.14,880.66,C,C4,4 years,RENT,148000.0,credit_card,Current
33600,60,9.44,704.68,B,B1,10+ years,MORTGAGE,180000.0,debt_consolidation,Current
27000,60,18.25,689.3,E,E1,3 years,MORTGAGE,81000.0,debt_consolidation,Fully Paid
12000,36,13.33,406.24,C,C3,10+ years,RENT,56000.0,debt_consolidation,Fully Paid
10000,36,6.72,307.5,A,A3,< 1 year,MORTGAGE,50000.0,other,Fully Paid
16000,60,10.07,340.51,B,B2,3 years,MORTGAGE,52000.0,home_improvement,Current
35000,60,27.34,1075.87,G,G1,,OWN,120000.0,debt_consolidation,Charged Off
22750,60,9.71,480.14,B,B1,10+ years,MORTGAGE,52000.0,credit_card,Fully Paid
15000,60,17.57,377.41,D,D4,10+ years,RENT,70000.0,credit_card,Charged Off
10000,60,15.05,238.17,C,C4,5 years,RENT,20640.0,debt_consolidation,Fully Paid
15000,36,14.49,516.25,C,C4,1 year,MORTGAGE,85000.0,moving,Fully Paid
8000,36,14.65,275.96,C,C5,5 years,RENT,120354.0,moving,Fully Paid
20000,36,6.03,608.72,A,A1,10+ years,MORTGAGE,150000.0,credit_card,Fully Paid
9825,36,21.49,372.64,D,D5,< 1 year,RENT,24576.0,debt_consolidation,Current
20800,36,11.22,683.14,B,B5,5 years,RENT,82000.0,credit_card,Fully Paid
20000,60,19.97,529.55,D,D5,10+ years,MORTGAGE,58000.0,home_improvement,Fully Paid
19200,36,6.49,588.38,A,A2,9 years,MORTGAGE,85000.0,credit_card,Fully Paid
15000,60,9.49,314.96,B,B2,2 years,MORTGAGE,57000.0,debt_consolidation,Fully Paid
40000,60,9.44,838.91,B,B1,10+ years,MORTGAGE,130000.0,credit_card,Current
2500,36,10.47,81.23,B,B2,< 1 year,RENT,40000.0,debt_consolidation,Current
35000,60,20.89,944.71,F,F1,< 1 year,OWN,150000.0,debt_consolidation,Charged Off
12000,36,14.08,410.6,C,C3,1 year,MORTGAGE,250000.0,debt_consolidation,Current
21000,60,12.12,468.41,B,B3,10+ years,RENT,74000.0,debt_consolidation,Fully Paid
16000,60,16.99,397.56,D,D3,1 year,RENT,50000.0,credit_card,Charged Off
33950,60,20.49,908.75,E,E1,< 1 year,RENT,85000.0,small_business,Fully Paid
14400,36,11.49,474.79,B,B5,10+ years,OWN,120000.0,debt_consolidation,Charged Off
10000,36,11.98,332.05,B,B5,2 years,RENT,42000.0,credit_card,Current
16000,60,13.59,368.9,C,C2,,MORTGAGE,50000.0,credit_card,Charged Off
15000,60,16.55,369.17,D,D2,5 years,RENT,40000.0,debt_consolidation,Charged Off
35000,36,25.82,1406.82,E,E4,10+ years,RENT,150000.0,debt_consolidation,Fully Paid
11000,60,21.85,302.88,D,D5,10+ years,RENT,30000.0,debt_consolidation,Current
35000,60,17.86,886.11,D,D5,< 1 year,MORTGAGE,160000.0,debt_consolidation,Current
8000,36,15.31,278.54,C,C2,2 years,MORTGAGE,64000.0,debt_consolidation,Fully Paid
15000,60,13.06,341.76,C,C1,1 year,RENT,50000.0,credit_card,Current
17000,36,16.59,602.64,D,D1,10+ years,MORTGAGE,167000.0,debt_consolidation,Charged Off
20000,60,18.55,513.88,E,E2,1 year,RENT,90000.0,debt_consolidation,Fully Paid
22000,60,6.97,435.32,A,A3,10+ years,OWN,295000.0,debt_consolidation,Fully Paid
14000,60,15.05,333.43,C,C4,10+ years,MORTGAGE,150000.0,debt_consolidation,Current
22000,60,9.16,458.4,B,B2,10+ years,RENT,80000.0,debt_consolidation,Charged Off
7200,36,11.53,237.53,B,B5,1 year,RENT,24000.0,credit_card,Charged Off
10000,36,13.49,339.31,C,C2,10+ years,MORTGAGE,42000.0,home_improvement,Charged Off
20800,60,13.67,480.43,B,B5,8 years,MORTGAGE,82000.0,debt_consolidation,Fully Paid
1675,36,6.72,51.51,A,A3,7 years,MORTGAGE,35000.0,debt_consolidation,Fully Paid
12000,60,12.69,271.14,C,C2,3 years,MORTGAGE,38500.0,credit_card,Current
10250,36,21.45,388.55,D,D5,5 years,RENT,28496.0,other,Charged Off
3000,36,12.49,100.35,B,B5,2 years,RENT,33000.0,credit_card,Fully Paid
8000,36,10.42,259.72,B,B3,10+ years,MORTGAGE,57000.0,credit_card,Current
16000,36,15.02,554.81,C,C3,2 years,RENT,62688.0,debt_consolidation,Current
2500,36,11.99,83.03,C,C1,10+ years,RENT,112738.0,credit_card,Fully Paid
16000,60,11.49,351.81,B,B5,2 years,MORTGAGE,90000.0,debt_consolidation,Fully Paid
24000,36,6.03,730.46,A,A1,9 years,MORTGAGE,120000.0,credit_card,Fully Paid
16000,36,16.55,566.87,D,D2,7 years,RENT,50000.0,debt_consolidation,Charged Off
25000,60,20.89,674.79,D,D4,10+ years,RENT,52000.0,credit_card,Current
12000,36,12.62,402.14,C,C1,10+ years,RENT,90905.0,debt_consolidation,Current
3200,36,14.08,109.5,C,C3,2 years,RENT,44000.0,other,Current
7000,36,13.49,237.52,C,C2,10+ years,MORTGAGE,169000.0,medical,Fully Paid
18000,36,7.9,563.23,A,A4,9 years,RENT,43000.0,debt_consolidation,Fully Paid
9700,36,9.93,312.68,B,B2,2 years,RENT,56145.0,debt_consolidation,Current
22000,60,13.33,504.3,C,C3,,MORTGAGE,71000.0,debt_consolidation,Fully Paid
35000,60,10.75,756.63,B,B4,10+ years,MORTGAGE,96000.0,debt_consolidation,Fully Paid
8000,36,13.06,269.79,C,C1,9 years,MORTGAGE,128000.0,credit_card,Current
25000,60,7.89,505.6,A,A5,3 years,MORTGAGE,132000.0,credit_card,Charged Off
35000,36,19.03,1283.5,D,D3,10+ years,MORTGAGE,120000.0,debt_consolidation,Current
24000,36,9.49,768.68,B,B2,< 1 year,MORTGAGE,115000.0,credit_card,Current
6000,36,13.11,202.49,B,B4,6 years,RENT,40000.0,debt_consolidation,Fully Paid
21000,60,18.55,539.57,D,D2,10+ years,MORTGAGE,120000.0,debt_consolidation,Charged Off
40000,36,8.08,1254.94,A,A5,10+ years,MORTGAGE,150000.0,credit_card,Fully Paid
5000,36,10.42,162.33,B,B3,10+ years,MORTGAGE,40000.0,small_business,Current
30000,60,6.11,581.52,A,A1,5 years,MORTGAGE,89400.0,debt_consolidation,Current
35000,60,17.47,878.71,D,D1,10+ years,RENT,357000.0,small_business,Current
5000,36,8.99,158.98,B,B1,10+ years,RENT,25000.0,debt_consolidation,Fully Paid
3000,36,13.58,101.93,C,C2,10+ years,MORTGAGE,82000.0,debt_consolidation,Current
5000,36,8.18,157.1,B,B1,2 years,OWN,60000.0,credit_card,Fully Paid
1400,36,16.02,49.24,C,C5,3 years,MORTGAGE,42000.0,debt_consolidation,Current
7200,36,10.99,235.69,B,B3,1 year,RENT,33000.0,debt_consolidation,Fully Paid
22000,36,7.39,683.23,A,A4,2 years,MORTGAGE,80000.0,debt_consolidation,Charged Off
4000,36,13.44,135.63,C,C3,2 years,RENT,103000.0,debt_consolidation,Charged Off
24000,60,9.44,503.35,B,B1,2 years,MORTGAGE,130000.0,debt_consolidation,Current
13000,36,14.49,447.41,C,C4,8 years,RENT,85000.0,debt_consolidation,Current
20575,36,16.99,733.46,D,D1,7 years,MORTGAGE,120000.0,debt_consolidation,Current
6300,36,17.77,227.04,D,D1,2 years,OWN,30000.0,credit_card,Fully Paid
12000,36,16.99,427.78,D,D1,2 years,OWN,40000.0,house,Fully Paid
16000,36,6.62,491.26,A,A2,3 years,OWN,110000.0,debt_consolidation,Fully Paid
6075,60,23.28,172.24,F,F2,< 1 year,MORTGAGE,40000.0,other,Fully Paid
19750,60,16.49,485.44,D,D3,2 years,OWN,43000.0,credit_card,Fully Paid
12500,36,7.99,391.65,A,A5,< 1 year,MORTGAGE,42000.0,credit_card,Current
35000,60,18.25,893.54,E,E1,< 1 year,MORTGAGE,70000.0,debt_consolidation,Current
30000,36,11.47,988.86,B,B5,2 years,MORTGAGE,140000.0,debt_consolidation,Fully Paid
10000,36,9.49,320.29,B,B2,7 years,OWN,87468.0,debt_consolidation,Fully Paid
6000,36,22.35,230.24,D,D5,1 year,RENT,55000.0,debt_consolidation,Current
15700,36,5.32,472.81,A,A1,2 years,MORTGAGE,117500.0,credit_card,Fully Paid
8000,36,11.44,263.58,B,B4,10+ years,OWN,41000.0,debt_consolidation,Fully Paid
11650,36,17.86,420.36,D,D5,5 years,RENT,30000.0,debt_consolidation,Fully Paid
13000,36,10.99,425.55,B,B4,4 years,OWN,74000.0,debt_consolidation,Fully Paid
22375,60,17.47,561.75,D,D1,6 years,MORTGAGE,120000.0,debt_consolidation,Current
6000,36,5.32,180.69,A,A1,6 years,MORTGAGE,50000.0,home_improvement,Current
20000,60,9.44,419.46,B,B1,10+ years,RENT,92102.0,debt_consolidation,Current
10000,36,11.06,327.68,B,B3,< 1 year,MORTGAGE,90000.0,credit_card,Current
26500,60,19.19,690.2,E,E3,10+ years,RENT,65000.0,debt_consolidation,Charged Off
12125,60,20.2,322.59,E,E3,,MORTGAGE,32000.0,credit_card,Fully Paid
21475,60,12.62,484.46,C,C1,< 1 year,MORTGAGE,47750.0,credit_card,Fully Paid
12275,36,25.44,490.92,F,F2,3 years,RENT,55000.0,debt_consolidation,Fully Paid
15000,60,20.89,404.88,D,D4,10+ years,MORTGAGE,75000.0,debt_consolidation,Current
13500,60,10.72,291.65,B,B2,9 years,MORTGAGE,93000.0,credit_card,Current
18000,36,18.25,653.01,D,D3,10+ years,MORTGAGE,184000.0,debt_consolidation,Charged Off
16425,60,21.98,453.46,E,E4,10+ years,MORTGAGE,50000.0,debt_consolidation,Fully Paid
16500,36,24.99,655.95,F,F4,6 years,RENT,55000.0,debt_consolidation,Fully Paid
7125,36,17.97,257.48,D,D4,2 years,MORTGAGE,33000.0,debt_consolidation,Fully Paid
25000,36,6.49,766.12,A,A2,9 years,MORTGAGE,140000.0,debt_consolidation,Fully Paid
10000,36,22.74,385.75,E,E1,3 years,RENT,60000.0,other,Charged Off
25000,36,11.99,830.24,C,C1,3 years,RENT,65000.0,credit_card,Current
9500,36,5.32,286.1,A,A1,9 years,MORTGAGE,65000.0,debt_consolidation,Current
2500,36,8.49,78.91,B,B1,2 years,MORTGAGE,51500.0,credit_card,Fully Paid
18000,36,8.9,571.56,A,A5,< 1 year,OWN,50000.0,debt_consolidation,Fully Paid
20000,60,13.99,465.27,C,C3,2 years,RENT,110000.0,credit_card,Current
5600,36,7.89,175.2,A,A5,10+ years,MORTGAGE,40000.0,debt_consolidation,Fully Paid
2500,36,16.14,88.07,C,C4,< 1 year,RENT,82000.0,car,Current
16000,60,14.08,372.96,C,C3,10+ years,MORTGAGE,68000.0,debt_consolidation,Fully Paid
10800,36,7.35,335.21,A,A4,,RENT,65000.0,debt_consolidation,Current
32000,60,11.55,704.57,B,B4,10+ years,MORTGAGE,113000.0,debt_consolidation,Current
35000,60,14.65,826.24,C,C5,10+ years,OWN,80000.0,home_improvement,Current
12000,36,15.22,417.28,C,C3,10+ years,OWN,125000.0,debt_consolidation,Fully Paid
25000,36,11.53,824.76,B,B5,3 years,MORTGAGE,108000.0,debt_consolidation,Fully Paid
10000,36,12.62,335.12,C,C1,10+ years,MORTGAGE,75000.0,credit_card,Fully Paid
11200,36,6.97,345.67,A,A3,3 years,MORTGAGE,85000.0,credit_card,Current
10000,60,20.89,269.92,D,D4,,RENT,17712.0,debt_consolidation,Current
2700,36,13.98,92.26,C,C3,,MORTGAGE,33200.0,debt_consolidation,Fully Paid
35000,60,22.99,986.47,F,F1,10+ years,RENT,96000.0,credit_card,Charged Off
10000,36,7.96,313.18,A,A5,3 years,MORTGAGE,44000.0,debt_consolidation,Current
28000,60,16.99,695.73,D,D3,10+ years,MORTGAGE,90000.0,credit_card,Fully Paid
22000,60,10.75,475.6,B,B4,4 years,RENT,60225.0,credit_card,Current
6000,36,7.89,187.72,A,A5,3 years,OWN,35000.0,debt_consolidation,Fully Paid
8850,36,18.99,324.37,D,D3,2 years,RENT,41000.0,other,In Grace Period
32000,60,7.84,646.4,A,A4,10+ years,MORTGAGE,65000.0,home_improvement,Current
20950,36,13.67,712.67,B,B5,10+ years,RENT,47000.0,debt_consolidation,Fully Paid
15000,60,18.99,389.03,D,D3,3 years,RENT,90000.0,other,Current
3350,36,15.04,116.2,C,C4,< 1 year,RENT,52000.0,debt_consolidation,Current
35000,36,13.49,1187.57,C,C2,7 years,MORTGAGE,198000.0,debt_consolidation,Charged Off
25000,36,12.74,839.23,C,C1,10+ years,MORTGAGE,114000.0,debt_consolidation,Fully Paid
20000,36,12.99,673.79,C,C1,10+ years,MORTGAGE,65000.0,debt_consolidation,Charged Off
5825,36,23.13,225.88,F,F1,10+ years,MORTGAGE,42000.0,credit_card,Current
7000,36,6.99,216.11,A,A3,8 years,RENT,60000.0,home_improvement,Fully Paid
16000,60,12.29,358.27,C,C1,7 years,RENT,61200.0,credit_card,Fully Paid
